"Time","{client_name=""besu"", client_type=""execution"", instance=""el-01-besu-lighthouse:9001"", job=""el-01-besu-lighthouse"", service=""el-01-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-02-besu-lighthouse:9001"", job=""el-02-besu-lighthouse"", service=""el-02-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-03-besu-lighthouse:9001"", job=""el-03-besu-lighthouse"", service=""el-03-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-04-besu-lighthouse:9001"", job=""el-04-besu-lighthouse"", service=""el-04-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-05-besu-lighthouse:9001"", job=""el-05-besu-lighthouse"", service=""el-05-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-06-besu-lighthouse:9001"", job=""el-06-besu-lighthouse"", service=""el-06-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-07-besu-lighthouse:9001"", job=""el-07-besu-lighthouse"", service=""el-07-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-08-besu-lighthouse:9001"", job=""el-08-besu-lighthouse"", service=""el-08-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-09-besu-lighthouse:9001"", job=""el-09-besu-lighthouse"", service=""el-09-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-10-besu-lighthouse:9001"", job=""el-10-besu-lighthouse"", service=""el-10-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-02-besu-lighthouse:9001"", job=""el-02-besu-lighthouse"", service=""el-02-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-05-besu-lighthouse:9001"", job=""el-05-besu-lighthouse"", service=""el-05-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-08-besu-lighthouse:9001"", job=""el-08-besu-lighthouse"", service=""el-08-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-03-besu-lighthouse:9001"", job=""el-03-besu-lighthouse"", service=""el-03-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-09-besu-lighthouse:9001"", job=""el-09-besu-lighthouse"", service=""el-09-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-06-besu-lighthouse:9001"", job=""el-06-besu-lighthouse"", service=""el-06-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-10-besu-lighthouse:9001"", job=""el-10-besu-lighthouse"", service=""el-10-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-04-besu-lighthouse:9001"", job=""el-04-besu-lighthouse"", service=""el-04-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-07-besu-lighthouse:9001"", job=""el-07-besu-lighthouse"", service=""el-07-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-01-besu-lighthouse:9001"", job=""el-01-besu-lighthouse"", service=""el-01-besu-lighthouse""}"
2025-11-16 04:01:15,,2.87 vCPU,7.56 vCPU,,3.21 vCPU,2.80 vCPU,,3.20 vCPU,3.60 vCPU,2.65 vCPU,2.99 vCPU,2.40 vCPU,2.87 vCPU,4.02 vCPU,2.74 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:01:30,9.00 vCPU,5.74 vCPU,9.70 vCPU,7.58 vCPU,11.0 vCPU,7.90 vCPU,6.26 vCPU,6.06 vCPU,7.56 vCPU,7.35 vCPU,6.81 vCPU,6.34 vCPU,6.65 vCPU,6.38 vCPU,7.30 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:01:45,22.0 vCPU,10.9 vCPU,14.4 vCPU,14.2 vCPU,14.4 vCPU,14.8 vCPU,11.9 vCPU,11.0 vCPU,12.5 vCPU,14.2 vCPU,13.5 vCPU,10.1 vCPU,12.7 vCPU,10.2 vCPU,14.1 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:02:00,27.8 vCPU,16.3 vCPU,17.7 vCPU,15.9 vCPU,17.2 vCPU,21.1 vCPU,14.2 vCPU,15.2 vCPU,26.9 vCPU,18.7 vCPU,18.5 vCPU,14.7 vCPU,17.5 vCPU,18.4 vCPU,19.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:02:15,33.4 vCPU,23.3 vCPU,22.1 vCPU,20.6 vCPU,18 vCPU,20.0 vCPU,18.9 vCPU,25.5 vCPU,27.7 vCPU,24.2 vCPU,19.1 vCPU,20.1 vCPU,19.4 vCPU,21.5 vCPU,18.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:02:30,33.2 vCPU,25.5 vCPU,21.8 vCPU,22.0 vCPU,17.5 vCPU,19.4 vCPU,21.0 vCPU,23.8 vCPU,25.9 vCPU,21.1 vCPU,17.6 vCPU,20.5 vCPU,18.3 vCPU,20.5 vCPU,18.0 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:02:45,28.6 vCPU,22.3 vCPU,17.6 vCPU,20.2 vCPU,16.3 vCPU,13.5 vCPU,18.8 vCPU,23.2 vCPU,13.4 vCPU,17.5 vCPU,18.9 vCPU,18.0 vCPU,15.5 vCPU,12.0 vCPU,13.5 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:03:00,21.9 vCPU,16.1 vCPU,13.5 vCPU,14.8 vCPU,10.7 vCPU,12.2 vCPU,13.7 vCPU,12.3 vCPU,11.1 vCPU,9.48 vCPU,16.6 vCPU,11.4 vCPU,12.9 vCPU,9.30 vCPU,12.0 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:03:15,14.1 vCPU,12.0 vCPU,11.9 vCPU,10.6 vCPU,10.4 vCPU,9.98 vCPU,13.5 vCPU,12.7 vCPU,12.7 vCPU,8.65 vCPU,13.8 vCPU,10.0 vCPU,10.6 vCPU,8.22 vCPU,9.25 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:03:30,16.7 vCPU,11.5 vCPU,11.9 vCPU,10.6 vCPU,10.1 vCPU,13.4 vCPU,12.5 vCPU,11.9 vCPU,11.0 vCPU,7.85 vCPU,7.40 vCPU,9.35 vCPU,9.12 vCPU,8.60 vCPU,9.55 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:03:45,16.1 vCPU,10.4 vCPU,11.2 vCPU,9.52 vCPU,9.62 vCPU,12.3 vCPU,12.1 vCPU,11.7 vCPU,10.4 vCPU,6.95 vCPU,7.62 vCPU,8.82 vCPU,9.02 vCPU,7.00 vCPU,9.32 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:04:00,15.3 vCPU,9.00 vCPU,11.5 vCPU,14.2 vCPU,7.98 vCPU,10.5 vCPU,8.08 vCPU,9.18 vCPU,7.90 vCPU,6.35 vCPU,7.50 vCPU,7.32 vCPU,8.40 vCPU,7.42 vCPU,9.17 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:04:15,11.1 vCPU,9.78 vCPU,10.5 vCPU,14.9 vCPU,7.55 vCPU,7.58 vCPU,8.05 vCPU,8.33 vCPU,7.53 vCPU,6.90 vCPU,7.38 vCPU,11.3 vCPU,8.55 vCPU,7.28 vCPU,8.23 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:04:30,14.0 vCPU,11.1 vCPU,15.5 vCPU,15.2 vCPU,7.85 vCPU,8.92 vCPU,8.38 vCPU,8.22 vCPU,7.22 vCPU,7.32 vCPU,8.13 vCPU,12.9 vCPU,8.08 vCPU,8.95 vCPU,7.82 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:04:45,13.6 vCPU,11.3 vCPU,13.6 vCPU,11.1 vCPU,7.10 vCPU,9.53 vCPU,8.45 vCPU,8.68 vCPU,6.13 vCPU,7.62 vCPU,8.65 vCPU,13.2 vCPU,8.25 vCPU,7.97 vCPU,6.75 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:05:00,12.7 vCPU,10.3 vCPU,13.4 vCPU,7.75 vCPU,6.75 vCPU,8.98 vCPU,7.58 vCPU,8.78 vCPU,6.58 vCPU,9.07 vCPU,8.98 vCPU,8.38 vCPU,8.25 vCPU,7.58 vCPU,6.93 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:05:15,9.55 vCPU,9.78 vCPU,8.02 vCPU,7.27 vCPU,7.33 vCPU,7.43 vCPU,7.08 vCPU,8.78 vCPU,6.68 vCPU,8.73 vCPU,7.42 vCPU,7.10 vCPU,7.52 vCPU,9.73 vCPU,6.50 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:05:30,11.0 vCPU,8.90 vCPU,8.53 vCPU,6.02 vCPU,7.32 vCPU,9.07 vCPU,8.42 vCPU,8.30 vCPU,6.58 vCPU,10.9 vCPU,7.32 vCPU,8.37 vCPU,7.70 vCPU,9.35 vCPU,6.58 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:05:45,11.7 vCPU,8.98 vCPU,8.32 vCPU,6.48 vCPU,6.90 vCPU,8.47 vCPU,8.37 vCPU,6.53 vCPU,9.40 vCPU,8.30 vCPU,7.63 vCPU,8.67 vCPU,7.22 vCPU,9.83 vCPU,6.63 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:06:00,12.0 vCPU,7.62 vCPU,8.48 vCPU,7.65 vCPU,6.38 vCPU,8.45 vCPU,7.72 vCPU,6.45 vCPU,9.75 vCPU,8.37 vCPU,7.78 vCPU,7.98 vCPU,12.7 vCPU,6.50 vCPU,6.98 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:06:15,11.3 vCPU,12.5 vCPU,7.92 vCPU,7.70 vCPU,6.68 vCPU,6.40 vCPU,5.95 vCPU,8.20 vCPU,9.77 vCPU,5.57 vCPU,6.85 vCPU,6.67 vCPU,12.1 vCPU,6.82 vCPU,6.82 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:06:30,11.7 vCPU,12.4 vCPU,9.70 vCPU,7.67 vCPU,6.47 vCPU,6.52 vCPU,5.85 vCPU,7.95 vCPU,6.38 vCPU,5.42 vCPU,5.80 vCPU,5.88 vCPU,11.8 vCPU,6.10 vCPU,6.57 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:06:45,11.1 vCPU,12.2 vCPU,9.32 vCPU,7.35 vCPU,5.90 vCPU,6.23 vCPU,6.57 vCPU,7.92 vCPU,6.27 vCPU,5.23 vCPU,5.52 vCPU,5.95 vCPU,5.98 vCPU,5.50 vCPU,6.77 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:07:00,10.1 vCPU,7.48 vCPU,9.38 vCPU,7.58 vCPU,5.63 vCPU,6.07 vCPU,6.37 vCPU,9.38 vCPU,6.87 vCPU,5.40 vCPU,5.52 vCPU,5.30 vCPU,5.82 vCPU,5.03 vCPU,6.95 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:07:15,8.70 vCPU,9.22 vCPU,8.78 vCPU,7.00 vCPU,6.68 vCPU,5.88 vCPU,6.22 vCPU,10.3 vCPU,7.18 vCPU,5.48 vCPU,5.87 vCPU,6.30 vCPU,5.83 vCPU,5.65 vCPU,6.92 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:07:30,10.2 vCPU,10.3 vCPU,8.87 vCPU,6.05 vCPU,7.23 vCPU,6.52 vCPU,6.00 vCPU,10.3 vCPU,6.82 vCPU,5.62 vCPU,5.85 vCPU,7.32 vCPU,10.8 vCPU,7.92 vCPU,6.63 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:07:45,10.3 vCPU,10.5 vCPU,10.6 vCPU,5.70 vCPU,6.95 vCPU,6.98 vCPU,9.25 vCPU,7.40 vCPU,6.50 vCPU,6.43 vCPU,6.33 vCPU,7.22 vCPU,11.1 vCPU,8.22 vCPU,6.37 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:08:00,10.6 vCPU,8.12 vCPU,10.3 vCPU,5.83 vCPU,6.00 vCPU,7.25 vCPU,9.27 vCPU,7.10 vCPU,6.75 vCPU,7.00 vCPU,9.72 vCPU,6.68 vCPU,10.9 vCPU,7.88 vCPU,6.90 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:08:15,10.5 vCPU,8.42 vCPU,13.9 vCPU,8.20 vCPU,8.66 vCPU,10.2 vCPU,8.93 vCPU,10.9 vCPU,11.3 vCPU,11.7 vCPU,13.4 vCPU,7.42 vCPU,10.9 vCPU,18.5 vCPU,10.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:08:30,69.6 vCPU,12.8 vCPU,13.4 vCPU,15.0 vCPU,11.7 vCPU,12.6 vCPU,11.2 vCPU,12.1 vCPU,17.1 vCPU,13.4 vCPU,14.6 vCPU,13.6 vCPU,11.9 vCPU,18.8 vCPU,13.1 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:08:45,97.6 vCPU,14.3 vCPU,13.0 vCPU,16.5 vCPU,12.6 vCPU,16.2 vCPU,12.4 vCPU,12.4 vCPU,22.7 vCPU,15.1 vCPU,22.8 vCPU,14.8 vCPU,15.4 vCPU,19.7 vCPU,13.8 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:09:00,157 vCPU,16.3 vCPU,13.3 vCPU,16.7 vCPU,10.2 vCPU,19.9 vCPU,15.4 vCPU,10.5 vCPU,19.5 vCPU,11.4 vCPU,20.1 vCPU,16.1 vCPU,13.8 vCPU,7.80 vCPU,10.4 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:09:15,120 vCPU,22.0 vCPU,13.6 vCPU,10.8 vCPU,9.58 vCPU,17.8 vCPU,10.7 vCPU,11.5 vCPU,13.6 vCPU,9.60 vCPU,18.5 vCPU,11.1 vCPU,13.5 vCPU,9.35 vCPU,8.98 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:09:30,148 vCPU,20.5 vCPU,13.5 vCPU,10.8 vCPU,9.50 vCPU,16.4 vCPU,12.1 vCPU,11.6 vCPU,7.75 vCPU,17.0 vCPU,7.52 vCPU,11.5 vCPU,20.1 vCPU,8.92 vCPU,8.87 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:09:45,126 vCPU,18.2 vCPU,9.20 vCPU,9.58 vCPU,9.57 vCPU,9.60 vCPU,9.93 vCPU,10.6 vCPU,15.1 vCPU,16.6 vCPU,8.85 vCPU,9.07 vCPU,18.4 vCPU,8.28 vCPU,8.63 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:10:00,132 vCPU,8.13 vCPU,9.03 vCPU,9.53 vCPU,7.87 vCPU,9.25 vCPU,9.57 vCPU,8.83 vCPU,16.5 vCPU,17.1 vCPU,9.30 vCPU,11.5 vCPU,18.2 vCPU,6.70 vCPU,8.55 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:10:15,109 vCPU,9.92 vCPU,8.57 vCPU,8.95 vCPU,11.0 vCPU,7.52 vCPU,10.5 vCPU,10.1 vCPU,16.5 vCPU,8.10 vCPU,9.22 vCPU,15.8 vCPU,8.85 vCPU,7.88 vCPU,9.13 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:10:30,124 vCPU,10.1 vCPU,9.25 vCPU,9.68 vCPU,11.5 vCPU,9.37 vCPU,15.2 vCPU,10.2 vCPU,8.05 vCPU,10.0 vCPU,14.3 vCPU,16.5 vCPU,8.28 vCPU,9.28 vCPU,12.7 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:10:45,134 vCPU,11.2 vCPU,9.47 vCPU,10.6 vCPU,12.0 vCPU,10.3 vCPU,15.8 vCPU,10.1 vCPU,7.18 vCPU,10.3 vCPU,16.7 vCPU,14.0 vCPU,10.1 vCPU,9.97 vCPU,12.5 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:11:00,143 vCPU,10.5 vCPU,11.4 vCPU,10.7 vCPU,14.8 vCPU,10.1 vCPU,12.7 vCPU,8.92 vCPU,9.00 vCPU,10.6 vCPU,17.2 vCPU,9.03 vCPU,11.0 vCPU,10.3 vCPU,30.5 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:11:15,125 vCPU,11.8 vCPU,11.9 vCPU,10.1 vCPU,16.4 vCPU,9.07 vCPU,8.83 vCPU,12.0 vCPU,9.43 vCPU,9.08 vCPU,10.5 vCPU,9.20 vCPU,11.1 vCPU,11.1 vCPU,34.1 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:11:30,137 vCPU,12.0 vCPU,11.1 vCPU,10.1 vCPU,16.8 vCPU,9.08 vCPU,9.72 vCPU,18.0 vCPU,9.27 vCPU,9.82 vCPU,7.63 vCPU,8.87 vCPU,9.12 vCPU,10.6 vCPU,35.5 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:11:45,124 vCPU,11.1 vCPU,9.68 vCPU,23.6 vCPU,10.5 vCPU,9.27 vCPU,11.0 vCPU,17.1 vCPU,7.80 vCPU,18.1 vCPU,7.92 vCPU,8.03 vCPU,10.3 vCPU,9.15 vCPU,16.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:12:00,142 vCPU,12.2 vCPU,9.88 vCPU,22.6 vCPU,8.60 vCPU,8.50 vCPU,10.4 vCPU,13.7 vCPU,9.47 vCPU,17.9 vCPU,7.35 vCPU,8.45 vCPU,9.42 vCPU,8.00 vCPU,9.98 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:12:15,112 vCPU,15.7 vCPU,10.3 vCPU,21.5 vCPU,8.40 vCPU,7.60 vCPU,8.92 vCPU,8.68 vCPU,9.78 vCPU,15.9 vCPU,7.55 vCPU,16.2 vCPU,9.48 vCPU,8.57 vCPU,9.57 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:12:30,138 vCPU,15.7 vCPU,20.5 vCPU,9.10 vCPU,8.85 vCPU,9.48 vCPU,9.35 vCPU,9.03 vCPU,9.40 vCPU,8.70 vCPU,7.17 vCPU,16.6 vCPU,7.27 vCPU,8.62 vCPU,13.5 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:12:45,134 vCPU,14.1 vCPU,27.4 vCPU,10.0 vCPU,10.2 vCPU,9.35 vCPU,8.78 vCPU,8.33 vCPU,7.28 vCPU,8.90 vCPU,18.0 vCPU,15.3 vCPU,8.53 vCPU,7.88 vCPU,13.4 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:13:00,149 vCPU,10.1 vCPU,27.4 vCPU,9.78 vCPU,9.90 vCPU,8.87 vCPU,9.60 vCPU,7.45 vCPU,7.88 vCPU,9.13 vCPU,18.5 vCPU,7.73 vCPU,8.08 vCPU,6.82 vCPU,14.4 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:13:15,101 vCPU,10.7 vCPU,17.4 vCPU,7.60 vCPU,11.1 vCPU,6.65 vCPU,7.73 vCPU,9.10 vCPU,8.50 vCPU,9.57 vCPU,19.3 vCPU,7.93 vCPU,8.22 vCPU,7.32 vCPU,16.0 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:13:30,99.5 vCPU,8.98 vCPU,12.7 vCPU,7.93 vCPU,8.93 vCPU,8.45 vCPU,9.97 vCPU,8.92 vCPU,7.87 vCPU,10.4 vCPU,8.37 vCPU,8.62 vCPU,6.63 vCPU,6.90 vCPU,16.8 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:13:45,91.0 vCPU,8.43 vCPU,19.7 vCPU,8.38 vCPU,7.88 vCPU,8.90 vCPU,10.2 vCPU,8.77 vCPU,7.32 vCPU,10.7 vCPU,9.73 vCPU,8.68 vCPU,8.45 vCPU,7.60 vCPU,14.8 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:14:00,148 vCPU,7.87 vCPU,20.2 vCPU,9.37 vCPU,6.55 vCPU,8.22 vCPU,10.9 vCPU,6.82 vCPU,8.12 vCPU,12.9 vCPU,8.12 vCPU,8.92 vCPU,8.73 vCPU,6.95 vCPU,7.60 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:14:15,120 vCPU,7.52 vCPU,15.2 vCPU,7.38 vCPU,6.43 vCPU,4.57 vCPU,8.47 vCPU,5.78 vCPU,6.78 vCPU,9.52 vCPU,6.60 vCPU,8.12 vCPU,7.70 vCPU,6.55 vCPU,4.52 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:14:30,91.7 vCPU,5.17 vCPU,4.97 vCPU,5.10 vCPU,5.65 vCPU,2.43 vCPU,5.78 vCPU,3.80 vCPU,4.47 vCPU,7.68 vCPU,2.80 vCPU,5.77 vCPU,4.12 vCPU,4.27 vCPU,2.65 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:14:45,22.6 vCPU,2.57 vCPU,1.85 vCPU,2.75 vCPU,3.35 vCPU,1.15 vCPU,3.33 vCPU,1.98 vCPU,1.42 vCPU,1.65 vCPU,1.30 vCPU,3.20 vCPU,1.65 vCPU,2.50 vCPU,1.48 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:15:00,1.30 vCPU,1.08 vCPU,1.30 vCPU,1.67 vCPU,2.05 vCPU,1.40 vCPU,1.70 vCPU,1.33 vCPU,1.47 vCPU,1.57 vCPU,1.43 vCPU,1.72 vCPU,1.13 vCPU,1.37 vCPU,1.58 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:15:15,1.37 vCPU,1.42 vCPU,1.50 vCPU,1.68 vCPU,1.33 vCPU,1.45 vCPU,1.57 vCPU,1.38 vCPU,1.55 vCPU,1.18 vCPU,1.47 vCPU,1.63 vCPU,1.18 vCPU,1.48 vCPU,1.35 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:15:27,,,,,,,,,,,,,,,,1.57 vCPU,1.45 vCPU,1.60 vCPU,1.12 vCPU,1.13 vCPU,1.42 vCPU,1.18 vCPU,1.32 vCPU,1.32 vCPU,1.45 vCPU,1.18 vCPU,1.35 vCPU,1.92 vCPU,1.48 vCPU,1.65 vCPU