"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}"
2025-11-16 16:20:15,0.649 vCPU,0.760 vCPU,0.874 vCPU,0.750 vCPU,0.859 vCPU,,0.835 vCPU,,,,,,,,1.38 vCPU,1.57 vCPU,1.79 vCPU,,1.39 vCPU,,4.27 vCPU,1.95 vCPU,,,,,,,,
2025-11-16 16:20:30,1.41 vCPU,1.52 vCPU,1.06 vCPU,1.49 vCPU,1.05 vCPU,0.979 vCPU,1.47 vCPU,,,,,,,,1.91 vCPU,2.14 vCPU,2.26 vCPU,2.28 vCPU,1.97 vCPU,1.75 vCPU,4.97 vCPU,3.09 vCPU,,,,,,,,
2025-11-16 16:20:45,2.08 vCPU,2.11 vCPU,1.94 vCPU,2.12 vCPU,1.94 vCPU,2.18 vCPU,2.11 vCPU,,,,,,,,2.71 vCPU,2.69 vCPU,2.79 vCPU,3.00 vCPU,2.61 vCPU,2.36 vCPU,5.65 vCPU,4.33 vCPU,,,,,,,,
2025-11-16 16:21:00,2.19 vCPU,2.12 vCPU,2.15 vCPU,2.12 vCPU,2.16 vCPU,2.07 vCPU,2.12 vCPU,,,,,,,,2.19 vCPU,2.21 vCPU,2.25 vCPU,2.72 vCPU,2.10 vCPU,2.71 vCPU,4.07 vCPU,3.95 vCPU,,,,,,,,
2025-11-16 16:21:15,1.87 vCPU,1.88 vCPU,2.48 vCPU,1.89 vCPU,2.49 vCPU,2.20 vCPU,2.00 vCPU,,,,,,,,1.99 vCPU,1.96 vCPU,2.06 vCPU,2.15 vCPU,1.88 vCPU,2.29 vCPU,3.53 vCPU,3.72 vCPU,,,,,,,,
2025-11-16 16:21:30,2.15 vCPU,2.14 vCPU,2.08 vCPU,2.14 vCPU,2.08 vCPU,2.04 vCPU,2.06 vCPU,,,,,,,,2.01 vCPU,1.92 vCPU,1.83 vCPU,1.89 vCPU,1.87 vCPU,2.13 vCPU,3.43 vCPU,3.67 vCPU,,,,,,,,
2025-11-16 16:21:45,2.22 vCPU,2.27 vCPU,2.02 vCPU,2.27 vCPU,2.02 vCPU,2.14 vCPU,2.25 vCPU,,,,,,,,2.54 vCPU,2.36 vCPU,1.97 vCPU,1.84 vCPU,2.49 vCPU,2.04 vCPU,4.53 vCPU,5.75 vCPU,,,,,,,,
2025-11-16 16:22:00,2.51 vCPU,2.39 vCPU,2.29 vCPU,2.39 vCPU,2.29 vCPU,2.24 vCPU,2.38 vCPU,,,,,,,,3.06 vCPU,2.89 vCPU,2.93 vCPU,2.37 vCPU,2.96 vCPU,2.80 vCPU,6.85 vCPU,9.05 vCPU,,,,,,,,
2025-11-16 16:22:15,2.44 vCPU,2.44 vCPU,2.56 vCPU,2.44 vCPU,2.56 vCPU,2.34 vCPU,2.52 vCPU,,,,,,,,3.22 vCPU,3.40 vCPU,3.54 vCPU,3.08 vCPU,3.47 vCPU,3.07 vCPU,9.95 vCPU,13.2 vCPU,,,,,,,,
2025-11-16 16:22:30,2.73 vCPU,2.74 vCPU,2.67 vCPU,2.73 vCPU,2.67 vCPU,2.62 vCPU,2.65 vCPU,,,,,,,,2.85 vCPU,3.22 vCPU,3.91 vCPU,3.31 vCPU,3.15 vCPU,3.24 vCPU,13.1 vCPU,13.5 vCPU,,,,,,,,
2025-11-16 16:22:45,2.64 vCPU,2.74 vCPU,2.57 vCPU,2.74 vCPU,2.56 vCPU,2.73 vCPU,2.73 vCPU,,,,,,,,2.63 vCPU,2.92 vCPU,3.17 vCPU,3.00 vCPU,2.91 vCPU,2.68 vCPU,13.6 vCPU,12.4 vCPU,,,,,,,,
2025-11-16 16:23:00,2.67 vCPU,2.57 vCPU,2.63 vCPU,2.57 vCPU,2.64 vCPU,2.65 vCPU,2.58 vCPU,,,,,,,,2.62 vCPU,2.64 vCPU,2.79 vCPU,2.64 vCPU,2.72 vCPU,2.68 vCPU,12.6 vCPU,10.4 vCPU,,,,,,,,
2025-11-16 16:23:15,2.49 vCPU,2.49 vCPU,2.67 vCPU,2.49 vCPU,2.69 vCPU,2.50 vCPU,2.58 vCPU,,,,,,,,2.63 vCPU,2.63 vCPU,2.59 vCPU,2.64 vCPU,2.69 vCPU,2.82 vCPU,13.7 vCPU,9.93 vCPU,,,,,,,,
2025-11-16 16:23:30,2.76 vCPU,2.76 vCPU,2.67 vCPU,2.76 vCPU,2.67 vCPU,2.66 vCPU,2.67 vCPU,,,,,,,,2.68 vCPU,2.66 vCPU,2.57 vCPU,2.63 vCPU,2.71 vCPU,2.79 vCPU,15.3 vCPU,9.35 vCPU,,,,,,,,
2025-11-16 16:23:45,2.68 vCPU,2.77 vCPU,2.58 vCPU,2.77 vCPU,2.57 vCPU,2.75 vCPU,2.76 vCPU,,,,,,,,2.69 vCPU,2.52 vCPU,2.52 vCPU,2.65 vCPU,2.55 vCPU,2.60 vCPU,14.6 vCPU,8.90 vCPU,,,,,,,,
2025-11-16 16:24:00,2.69 vCPU,2.59 vCPU,2.68 vCPU,2.59 vCPU,2.67 vCPU,2.68 vCPU,2.60 vCPU,,,,,,,,2.66 vCPU,2.46 vCPU,2.49 vCPU,2.60 vCPU,2.55 vCPU,2.47 vCPU,10.9 vCPU,8.90 vCPU,,,,,,,,
2025-11-16 16:24:15,2.39 vCPU,2.39 vCPU,2.67 vCPU,2.39 vCPU,2.67 vCPU,2.51 vCPU,2.49 vCPU,,,,,,,,2.42 vCPU,2.33 vCPU,2.45 vCPU,2.55 vCPU,2.47 vCPU,2.46 vCPU,7.98 vCPU,8.02 vCPU,,,,,,,,
2025-11-16 16:24:30,2.65 vCPU,2.65 vCPU,2.56 vCPU,2.65 vCPU,2.56 vCPU,2.56 vCPU,2.57 vCPU,,,,,,,,2.41 vCPU,2.50 vCPU,2.44 vCPU,2.50 vCPU,2.51 vCPU,2.43 vCPU,8.35 vCPU,7.22 vCPU,,,,,,,,
2025-11-16 16:24:45,2.59 vCPU,2.69 vCPU,2.49 vCPU,2.69 vCPU,2.48 vCPU,2.65 vCPU,2.68 vCPU,,,,,,,,2.43 vCPU,2.45 vCPU,2.50 vCPU,2.43 vCPU,2.64 vCPU,2.60 vCPU,8.73 vCPU,6.92 vCPU,,,,,,,,
2025-11-16 16:25:00,2.70 vCPU,2.60 vCPU,2.59 vCPU,2.60 vCPU,2.60 vCPU,2.60 vCPU,2.61 vCPU,,,,,,,,2.52 vCPU,2.52 vCPU,2.52 vCPU,2.56 vCPU,2.66 vCPU,2.63 vCPU,8.78 vCPU,7.62 vCPU,,,,,,,,
2025-11-16 16:25:15,2.46 vCPU,2.46 vCPU,2.71 vCPU,2.46 vCPU,2.71 vCPU,2.53 vCPU,2.54 vCPU,,,,,,,,2.33 vCPU,2.39 vCPU,2.52 vCPU,2.55 vCPU,2.56 vCPU,2.66 vCPU,8.02 vCPU,11.4 vCPU,,,,,,,,
2025-11-16 16:25:30,2.68 vCPU,2.69 vCPU,2.62 vCPU,2.68 vCPU,2.61 vCPU,2.63 vCPU,2.60 vCPU,,,,,,,,2.29 vCPU,2.43 vCPU,2.45 vCPU,2.54 vCPU,2.41 vCPU,2.46 vCPU,7.43 vCPU,10.9 vCPU,,,,,,,,
2025-11-16 16:25:45,2.58 vCPU,2.68 vCPU,2.50 vCPU,2.68 vCPU,2.49 vCPU,2.68 vCPU,2.68 vCPU,,,,,,,,2.37 vCPU,2.46 vCPU,2.45 vCPU,2.38 vCPU,2.36 vCPU,2.43 vCPU,6.63 vCPU,11.0 vCPU,,,,,,,,
2025-11-16 16:26:00,2.66 vCPU,2.57 vCPU,2.57 vCPU,2.57 vCPU,2.57 vCPU,2.58 vCPU,2.57 vCPU,,,,,,,,2.49 vCPU,2.45 vCPU,2.46 vCPU,2.28 vCPU,2.52 vCPU,2.40 vCPU,6.42 vCPU,7.63 vCPU,,,,,,,,
2025-11-16 16:26:15,2.40 vCPU,2.40 vCPU,2.67 vCPU,2.40 vCPU,2.67 vCPU,2.49 vCPU,2.49 vCPU,,,,,,,,2.55 vCPU,2.45 vCPU,2.37 vCPU,2.32 vCPU,2.49 vCPU,2.38 vCPU,9.07 vCPU,7.37 vCPU,,,,,,,,
2025-11-16 16:26:30,2.72 vCPU,2.72 vCPU,2.60 vCPU,2.72 vCPU,2.60 vCPU,2.58 vCPU,2.62 vCPU,,,,,,,,2.54 vCPU,2.53 vCPU,2.50 vCPU,2.39 vCPU,2.66 vCPU,2.38 vCPU,10.1 vCPU,7.52 vCPU,,,,,,,,
2025-11-16 16:26:45,3.07 vCPU,3.12 vCPU,2.67 vCPU,3.11 vCPU,2.65 vCPU,2.73 vCPU,3.07 vCPU,,,,,,,,4.65 vCPU,3.16 vCPU,2.73 vCPU,2.42 vCPU,3.83 vCPU,2.55 vCPU,13.9 vCPU,13.7 vCPU,,,,,,,,
2025-11-16 16:27:00,4.32 vCPU,4.11 vCPU,3.70 vCPU,4.11 vCPU,3.72 vCPU,3.12 vCPU,4.09 vCPU,,,,,,,,6.64 vCPU,5.80 vCPU,5.17 vCPU,4.22 vCPU,6.34 vCPU,5.15 vCPU,21.2 vCPU,25.0 vCPU,,,,,,,,
2025-11-16 16:27:15,4.95 vCPU,4.88 vCPU,4.75 vCPU,4.86 vCPU,4.75 vCPU,4.18 vCPU,4.92 vCPU,,,,,,,,9.17 vCPU,7.73 vCPU,7.13 vCPU,6.23 vCPU,8.40 vCPU,7.24 vCPU,26.6 vCPU,30.3 vCPU,,,,,,,,
2025-11-16 16:27:30,5.71 vCPU,5.67 vCPU,5.41 vCPU,5.65 vCPU,5.41 vCPU,5.22 vCPU,5.53 vCPU,,,,,,,,8.92 vCPU,9.02 vCPU,9.17 vCPU,8.76 vCPU,9.07 vCPU,9.40 vCPU,29.4 vCPU,28.5 vCPU,,,,,,,,
2025-11-16 16:27:45,5.38 vCPU,5.55 vCPU,5.31 vCPU,5.55 vCPU,5.30 vCPU,5.72 vCPU,5.55 vCPU,,,,,,,,9.12 vCPU,8.73 vCPU,9.00 vCPU,8.69 vCPU,8.93 vCPU,8.82 vCPU,24.6 vCPU,22.8 vCPU,,,,,,,,
2025-11-16 16:28:00,5.45 vCPU,5.31 vCPU,5.28 vCPU,5.32 vCPU,5.29 vCPU,5.38 vCPU,5.34 vCPU,,,,,,,,8.79 vCPU,8.53 vCPU,8.78 vCPU,8.62 vCPU,8.62 vCPU,8.69 vCPU,23.2 vCPU,23.0 vCPU,,,,,,,,
2025-11-16 16:28:15,5.10 vCPU,5.12 vCPU,5.57 vCPU,5.15 vCPU,5.58 vCPU,5.24 vCPU,5.29 vCPU,,,,,,,,8.93 vCPU,8.66 vCPU,8.80 vCPU,8.29 vCPU,8.48 vCPU,8.91 vCPU,22.8 vCPU,22.4 vCPU,,,,,,,,
2025-11-16 16:28:30,5.48 vCPU,5.46 vCPU,5.32 vCPU,5.44 vCPU,5.32 vCPU,5.30 vCPU,5.31 vCPU,,,,,,,,8.93 vCPU,7.92 vCPU,8.63 vCPU,8.50 vCPU,8.28 vCPU,8.63 vCPU,22.5 vCPU,22.3 vCPU,,,,,,,,
2025-11-16 16:28:45,5.36 vCPU,5.53 vCPU,5.27 vCPU,5.52 vCPU,5.26 vCPU,5.50 vCPU,5.49 vCPU,,,,,,,,8.75 vCPU,8.13 vCPU,8.68 vCPU,8.54 vCPU,8.29 vCPU,8.69 vCPU,22.8 vCPU,20.7 vCPU,,,,,,,,
2025-11-16 16:29:00,5.83 vCPU,5.69 vCPU,5.38 vCPU,5.66 vCPU,5.40 vCPU,5.36 vCPU,5.63 vCPU,,,,,,,,8.79 vCPU,8.59 vCPU,8.94 vCPU,8.34 vCPU,9.06 vCPU,8.82 vCPU,24.3 vCPU,23.3 vCPU,,,,,,,,
2025-11-16 16:29:15,5.71 vCPU,5.68 vCPU,5.89 vCPU,5.70 vCPU,5.90 vCPU,5.60 vCPU,5.82 vCPU,,,,,,,,8.89 vCPU,9.24 vCPU,9.41 vCPU,8.68 vCPU,9.19 vCPU,9.42 vCPU,24.7 vCPU,24.1 vCPU,,,,,,,,
2025-11-16 16:29:30,6.24 vCPU,6.21 vCPU,6.18 vCPU,6.19 vCPU,6.18 vCPU,5.92 vCPU,6.10 vCPU,,,,,,,,8.83 vCPU,8.93 vCPU,9.62 vCPU,9.16 vCPU,9.37 vCPU,9.50 vCPU,27.1 vCPU,25.2 vCPU,,,,,,,,
2025-11-16 16:29:45,6.21 vCPU,6.35 vCPU,6.19 vCPU,6.35 vCPU,6.18 vCPU,6.29 vCPU,6.34 vCPU,,,,,,,,9.38 vCPU,8.81 vCPU,9.19 vCPU,9.25 vCPU,9.34 vCPU,9.30 vCPU,24.4 vCPU,24.7 vCPU,,,,,,,,
2025-11-16 16:30:00,6.43 vCPU,6.27 vCPU,6.22 vCPU,6.24 vCPU,6.23 vCPU,6.25 vCPU,6.22 vCPU,,,,,,,,9.48 vCPU,8.93 vCPU,9.07 vCPU,9.22 vCPU,9.84 vCPU,9.21 vCPU,24.3 vCPU,25.1 vCPU,,,,,,,,
2025-11-16 16:30:15,6.16 vCPU,6.16 vCPU,6.36 vCPU,6.18 vCPU,6.37 vCPU,6.20 vCPU,6.31 vCPU,,,,,,,,9.83 vCPU,10.00 vCPU,9.39 vCPU,8.92 vCPU,9.67 vCPU,9.49 vCPU,22.6 vCPU,25.1 vCPU,,,,,,,,
2025-11-16 16:30:30,6.50 vCPU,6.49 vCPU,6.31 vCPU,6.47 vCPU,6.31 vCPU,6.33 vCPU,6.39 vCPU,,,,,,,,9.92 vCPU,9.40 vCPU,9.91 vCPU,9.11 vCPU,9.33 vCPU,9.22 vCPU,24.5 vCPU,25.6 vCPU,,,,,,,,
2025-11-16 16:30:45,6.37 vCPU,6.53 vCPU,6.43 vCPU,6.55 vCPU,6.41 vCPU,6.52 vCPU,6.54 vCPU,,,,,,,,9.98 vCPU,9.30 vCPU,9.46 vCPU,9.35 vCPU,8.77 vCPU,9.45 vCPU,24.3 vCPU,25.0 vCPU,,,,,,,,
2025-11-16 16:31:00,6.66 vCPU,6.51 vCPU,6.52 vCPU,6.49 vCPU,6.53 vCPU,6.42 vCPU,6.48 vCPU,,,,,,,,9.80 vCPU,9.15 vCPU,9.64 vCPU,9.44 vCPU,9.21 vCPU,9.42 vCPU,25.0 vCPU,25.7 vCPU,,,,,,,,
2025-11-16 16:31:15,6.46 vCPU,6.45 vCPU,6.59 vCPU,6.46 vCPU,6.59 vCPU,6.43 vCPU,6.58 vCPU,,,,,,,,9.87 vCPU,9.63 vCPU,8.93 vCPU,9.23 vCPU,9.62 vCPU,9.19 vCPU,27.0 vCPU,25.0 vCPU,,,,,,,,
2025-11-16 16:31:30,6.79 vCPU,6.79 vCPU,6.63 vCPU,6.78 vCPU,6.63 vCPU,6.63 vCPU,6.68 vCPU,,,,,,,,9.76 vCPU,9.70 vCPU,9.47 vCPU,9.27 vCPU,9.57 vCPU,9.29 vCPU,33.4 vCPU,24.3 vCPU,,,,,,,,
2025-11-16 16:31:45,6.61 vCPU,6.75 vCPU,6.54 vCPU,6.76 vCPU,6.52 vCPU,6.78 vCPU,6.73 vCPU,,,,,,,,9.93 vCPU,9.27 vCPU,8.99 vCPU,9.62 vCPU,9.48 vCPU,9.07 vCPU,32.6 vCPU,23.0 vCPU,,,,,,,,
2025-11-16 16:32:00,6.59 vCPU,6.45 vCPU,6.63 vCPU,6.43 vCPU,6.65 vCPU,6.65 vCPU,6.42 vCPU,,,,,,,,9.07 vCPU,9.23 vCPU,9.54 vCPU,9.91 vCPU,9.35 vCPU,9.64 vCPU,29.3 vCPU,22.9 vCPU,,,,,,,,
2025-11-16 16:32:15,6.29 vCPU,6.27 vCPU,6.51 vCPU,6.30 vCPU,6.51 vCPU,6.38 vCPU,6.43 vCPU,,,,,,,,9.04 vCPU,9.33 vCPU,9.19 vCPU,9.25 vCPU,9.24 vCPU,9.43 vCPU,26.9 vCPU,22.2 vCPU,,,,,,,,
2025-11-16 16:32:30,6.65 vCPU,6.65 vCPU,6.43 vCPU,6.64 vCPU,6.44 vCPU,6.45 vCPU,6.54 vCPU,,,,,,,,9.70 vCPU,9.84 vCPU,9.73 vCPU,9.03 vCPU,9.73 vCPU,9.63 vCPU,29.9 vCPU,23.0 vCPU,,,,,,,,
2025-11-16 16:32:45,6.43 vCPU,6.57 vCPU,6.39 vCPU,6.60 vCPU,6.38 vCPU,6.66 vCPU,6.60 vCPU,,,,,,,,10.0 vCPU,9.56 vCPU,9.26 vCPU,9.59 vCPU,9.18 vCPU,9.23 vCPU,28.2 vCPU,22.2 vCPU,,,,,,,,
2025-11-16 16:33:00,6.62 vCPU,6.51 vCPU,6.57 vCPU,6.48 vCPU,6.58 vCPU,6.46 vCPU,6.48 vCPU,,,,,,,,9.80 vCPU,9.77 vCPU,9.80 vCPU,10.2 vCPU,9.48 vCPU,9.64 vCPU,24.2 vCPU,23.3 vCPU,,,,,,,,
2025-11-16 16:33:15,6.31 vCPU,6.30 vCPU,6.61 vCPU,6.31 vCPU,6.60 vCPU,6.42 vCPU,6.43 vCPU,,,,,,,,9.06 vCPU,9.11 vCPU,9.07 vCPU,9.81 vCPU,8.81 vCPU,9.36 vCPU,20.0 vCPU,23.6 vCPU,,,,,,,,
2025-11-16 16:33:30,6.76 vCPU,6.75 vCPU,6.63 vCPU,6.73 vCPU,6.63 vCPU,6.45 vCPU,6.61 vCPU,,,,,,,,9.36 vCPU,9.32 vCPU,9.83 vCPU,9.59 vCPU,9.22 vCPU,9.94 vCPU,22.3 vCPU,23.7 vCPU,,,,,,,,
2025-11-16 16:33:45,6.74 vCPU,6.82 vCPU,6.62 vCPU,6.83 vCPU,6.60 vCPU,6.78 vCPU,6.79 vCPU,,,,,,,,9.78 vCPU,8.87 vCPU,9.22 vCPU,9.43 vCPU,9.36 vCPU,9.62 vCPU,26.8 vCPU,23.7 vCPU,,,,,,,,
2025-11-16 16:34:00,7.60 vCPU,7.47 vCPU,7.25 vCPU,7.42 vCPU,7.27 vCPU,6.85 vCPU,7.40 vCPU,,,,,,,,10.0 vCPU,9.57 vCPU,10.1 vCPU,10.3 vCPU,10.1 vCPU,9.85 vCPU,28.3 vCPU,25.9 vCPU,,,,,,,,
2025-11-16 16:34:08,,,,,,,,7.66 vCPU,7.66 vCPU,7.40 vCPU,7.47 vCPU,7.42 vCPU,7.60 vCPU,7.47 vCPU,,,,,,,,,10.0 vCPU,28.1 vCPU,9.57 vCPU,10.1 vCPU,25.9 vCPU,10.0 vCPU,10.4 vCPU,9.90 vCPU