"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-nethermind:5054"", job=""cl-01-lighthouse-nethermind"", service=""cl-01-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-nethermind:5054"", job=""cl-02-lighthouse-nethermind"", service=""cl-02-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-nethermind:5054"", job=""cl-03-lighthouse-nethermind"", service=""cl-03-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-nethermind:5054"", job=""cl-04-lighthouse-nethermind"", service=""cl-04-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-nethermind:5054"", job=""cl-05-lighthouse-nethermind"", service=""cl-05-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-nethermind:5054"", job=""cl-11-lighthouse-nethermind"", service=""cl-11-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-nethermind:5054"", job=""cl-12-lighthouse-nethermind"", service=""cl-12-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-nethermind:5054"", job=""cl-13-lighthouse-nethermind"", service=""cl-13-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-nethermind:5054"", job=""cl-14-lighthouse-nethermind"", service=""cl-14-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-nethermind:5054"", job=""cl-15-lighthouse-nethermind"", service=""cl-15-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-nethermind:5054"", job=""cl-05-lighthouse-nethermind"", service=""cl-05-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-nethermind:5054"", job=""cl-02-lighthouse-nethermind"", service=""cl-02-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-nethermind:5054"", job=""cl-12-lighthouse-nethermind"", service=""cl-12-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-nethermind:5054"", job=""cl-11-lighthouse-nethermind"", service=""cl-11-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-nethermind:5054"", job=""cl-15-lighthouse-nethermind"", service=""cl-15-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-nethermind:5054"", job=""cl-03-lighthouse-nethermind"", service=""cl-03-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-nethermind:5054"", job=""cl-04-lighthouse-nethermind"", service=""cl-04-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-nethermind:5054"", job=""cl-13-lighthouse-nethermind"", service=""cl-13-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-nethermind:5054"", job=""cl-14-lighthouse-nethermind"", service=""cl-14-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-nethermind:5054"", job=""cl-01-lighthouse-nethermind"", service=""cl-01-lighthouse-nethermind"", supernode=""False""}"
2025-11-16 13:24:15,,19.8 kb/s,21.4 kb/s,48.8 kb/s,19.6 kb/s,18.9 kb/s,21.3 kb/s,51.4 kb/s,41.7 kb/s,19.1 kb/s,19.3 kb/s,19.3 kb/s,49.0 kb/s,51.4 kb/s,22.1 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:24:30,87.2 kb/s,78.4 kb/s,94.7 kb/s,81.4 kb/s,68.3 kb/s,66.1 kb/s,96.3 kb/s,85.6 kb/s,78.2 kb/s,59.1 kb/s,75.5 kb/s,74.0 kb/s,88.1 kb/s,90.7 kb/s,79.4 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:24:45,131 kb/s,121 kb/s,132 kb/s,122 kb/s,97.0 kb/s,110 kb/s,139 kb/s,127 kb/s,124 kb/s,88.7 kb/s,133 kb/s,125 kb/s,124 kb/s,124 kb/s,118 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:25:00,191 kb/s,179 kb/s,170 kb/s,169 kb/s,147 kb/s,148 kb/s,180 kb/s,160 kb/s,162 kb/s,139 kb/s,176 kb/s,183 kb/s,176 kb/s,173 kb/s,155 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:25:15,236 kb/s,221 kb/s,211 kb/s,205 kb/s,182 kb/s,181 kb/s,233 kb/s,210 kb/s,198 kb/s,173 kb/s,210 kb/s,226 kb/s,213 kb/s,210 kb/s,200 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:25:30,279 kb/s,273 kb/s,268 kb/s,241 kb/s,224 kb/s,217 kb/s,290 kb/s,244 kb/s,248 kb/s,211 kb/s,255 kb/s,274 kb/s,258 kb/s,256 kb/s,247 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:25:45,331 kb/s,324 kb/s,310 kb/s,286 kb/s,256 kb/s,259 kb/s,327 kb/s,294 kb/s,297 kb/s,244 kb/s,309 kb/s,331 kb/s,294 kb/s,299 kb/s,294 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:26:00,391 kb/s,384 kb/s,351 kb/s,341 kb/s,305 kb/s,298 kb/s,367 kb/s,330 kb/s,337 kb/s,302 kb/s,353 kb/s,387 kb/s,348 kb/s,366 kb/s,332 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:26:15,435 kb/s,433 kb/s,398 kb/s,385 kb/s,339 kb/s,330 kb/s,416 kb/s,381 kb/s,373 kb/s,343 kb/s,395 kb/s,431 kb/s,389 kb/s,411 kb/s,378 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:26:30,478 kb/s,489 kb/s,457 kb/s,422 kb/s,379 kb/s,366 kb/s,473 kb/s,418 kb/s,420 kb/s,390 kb/s,444 kb/s,478 kb/s,437 kb/s,461 kb/s,424 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:26:45,528 kb/s,539 kb/s,498 kb/s,472 kb/s,411 kb/s,406 kb/s,515 kb/s,462 kb/s,473 kb/s,428 kb/s,503 kb/s,530 kb/s,475 kb/s,502 kb/s,473 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:27:00,588 kb/s,597 kb/s,536 kb/s,531 kb/s,459 kb/s,450 kb/s,557 kb/s,497 kb/s,518 kb/s,491 kb/s,544 kb/s,585 kb/s,535 kb/s,564 kb/s,510 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:27:15,636 kb/s,643 kb/s,583 kb/s,574 kb/s,493 kb/s,485 kb/s,609 kb/s,547 kb/s,556 kb/s,529 kb/s,584 kb/s,625 kb/s,571 kb/s,612 kb/s,563 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:27:30,684 kb/s,696 kb/s,636 kb/s,617 kb/s,535 kb/s,524 kb/s,668 kb/s,584 kb/s,604 kb/s,573 kb/s,634 kb/s,674 kb/s,620 kb/s,668 kb/s,617 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:27:45,733 kb/s,746 kb/s,678 kb/s,667 kb/s,570 kb/s,571 kb/s,715 kb/s,628 kb/s,654 kb/s,613 kb/s,688 kb/s,725 kb/s,656 kb/s,708 kb/s,664 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:28:00,797 kb/s,812 kb/s,718 kb/s,726 kb/s,625 kb/s,614 kb/s,757 kb/s,666 kb/s,695 kb/s,676 kb/s,735 kb/s,784 kb/s,719 kb/s,772 kb/s,703 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:28:15,845 kb/s,857 kb/s,769 kb/s,771 kb/s,660 kb/s,652 kb/s,810 kb/s,717 kb/s,735 kb/s,718 kb/s,779 kb/s,827 kb/s,760 kb/s,821 kb/s,752 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:28:30,891 kb/s,913 kb/s,826 kb/s,811 kb/s,702 kb/s,696 kb/s,871 kb/s,755 kb/s,783 kb/s,762 kb/s,836 kb/s,882 kb/s,809 kb/s,875 kb/s,802 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:28:45,943 kb/s,958 kb/s,867 kb/s,861 kb/s,734 kb/s,738 kb/s,923 kb/s,801 kb/s,836 kb/s,798 kb/s,894 kb/s,920 kb/s,848 kb/s,918 kb/s,852 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:29:00,988 kb/s,1.02 Mb/s,905 kb/s,912 kb/s,782 kb/s,778 kb/s,969 kb/s,822 kb/s,878 kb/s,856 kb/s,931 kb/s,970 kb/s,903 kb/s,979 kb/s,887 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:29:15,997 kb/s,1.02 Mb/s,901 kb/s,926 kb/s,789 kb/s,782 kb/s,971 kb/s,839 kb/s,885 kb/s,871 kb/s,935 kb/s,981 kb/s,912 kb/s,981 kb/s,901 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:29:30,1.00 Mb/s,1.04 Mb/s,920 kb/s,929 kb/s,806 kb/s,783 kb/s,995 kb/s,842 kb/s,889 kb/s,892 kb/s,935 kb/s,991 kb/s,927 kb/s,1.00 Mb/s,917 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:29:45,994 kb/s,1.05 Mb/s,922 kb/s,936 kb/s,801 kb/s,793 kb/s,1.00 Mb/s,854 kb/s,907 kb/s,886 kb/s,951 kb/s,994 kb/s,917 kb/s,998 kb/s,935 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:30:00,1.02 Mb/s,1.07 Mb/s,922 kb/s,967 kb/s,825 kb/s,807 kb/s,998 kb/s,844 kb/s,914 kb/s,918 kb/s,965 kb/s,1.01 Mb/s,944 kb/s,1.02 Mb/s,939 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:30:15,1.02 Mb/s,1.08 Mb/s,917 kb/s,975 kb/s,826 kb/s,810 kb/s,1.00 Mb/s,864 kb/s,906 kb/s,923 kb/s,961 kb/s,1.01 Mb/s,942 kb/s,1.02 Mb/s,944 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:30:30,1.02 Mb/s,1.09 Mb/s,935 kb/s,973 kb/s,842 kb/s,813 kb/s,1.12 Mb/s,854 kb/s,915 kb/s,938 kb/s,958 kb/s,1.01 Mb/s,958 kb/s,1.03 Mb/s,954 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:30:45,1.02 Mb/s,1.09 Mb/s,939 kb/s,985 kb/s,834 kb/s,823 kb/s,1.13 Mb/s,887 kb/s,950 kb/s,925 kb/s,973 kb/s,1.00 Mb/s,964 kb/s,1.05 Mb/s,972 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:31:00,1.07 Mb/s,1.16 Mb/s,952 kb/s,1.02 Mb/s,867 kb/s,861 kb/s,1.13 Mb/s,899 kb/s,978 kb/s,956 kb/s,1.03 Mb/s,1.03 Mb/s,1.01 Mb/s,1.11 Mb/s,991 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:31:15,1.10 Mb/s,1.18 Mb/s,1.00 Mb/s,1.05 Mb/s,890 kb/s,879 kb/s,1.22 Mb/s,921 kb/s,1.01 Mb/s,964 kb/s,1.04 Mb/s,1.03 Mb/s,1.02 Mb/s,1.11 Mb/s,1.04 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:31:30,1.15 Mb/s,1.24 Mb/s,1.04 Mb/s,1.06 Mb/s,929 kb/s,926 kb/s,1.26 Mb/s,938 kb/s,1.05 Mb/s,986 kb/s,1.11 Mb/s,1.06 Mb/s,1.06 Mb/s,1.16 Mb/s,1.06 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:31:45,1.23 Mb/s,1.24 Mb/s,1.06 Mb/s,1.09 Mb/s,925 kb/s,938 kb/s,1.30 Mb/s,982 kb/s,1.07 Mb/s,973 kb/s,1.15 Mb/s,1.09 Mb/s,1.06 Mb/s,1.17 Mb/s,1.09 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:32:00,1.27 Mb/s,1.29 Mb/s,1.07 Mb/s,1.13 Mb/s,957 kb/s,986 kb/s,1.31 Mb/s,979 kb/s,1.11 Mb/s,1.01 Mb/s,1.18 Mb/s,1.15 Mb/s,1.11 Mb/s,1.20 Mb/s,1.09 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:32:15,1.33 Mb/s,1.30 Mb/s,1.10 Mb/s,1.14 Mb/s,963 kb/s,993 kb/s,1.37 Mb/s,1.01 Mb/s,1.16 Mb/s,1.01 Mb/s,1.20 Mb/s,1.17 Mb/s,1.14 Mb/s,1.22 Mb/s,1.11 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:32:30,1.35 Mb/s,1.33 Mb/s,1.14 Mb/s,1.17 Mb/s,995 kb/s,1.00 Mb/s,1.44 Mb/s,1.06 Mb/s,1.18 Mb/s,1.05 Mb/s,1.25 Mb/s,1.25 Mb/s,1.16 Mb/s,1.26 Mb/s,1.14 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:32:45,1.40 Mb/s,1.34 Mb/s,1.16 Mb/s,1.24 Mb/s,988 kb/s,1.01 Mb/s,1.46 Mb/s,1.10 Mb/s,1.25 Mb/s,1.05 Mb/s,1.27 Mb/s,1.25 Mb/s,1.16 Mb/s,1.27 Mb/s,1.17 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:33:00,1.43 Mb/s,1.43 Mb/s,1.19 Mb/s,1.27 Mb/s,1.02 Mb/s,1.03 Mb/s,1.47 Mb/s,1.10 Mb/s,1.27 Mb/s,1.08 Mb/s,1.30 Mb/s,1.31 Mb/s,1.21 Mb/s,1.31 Mb/s,1.19 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:33:15,1.45 Mb/s,1.44 Mb/s,1.22 Mb/s,1.29 Mb/s,1.03 Mb/s,1.06 Mb/s,1.56 Mb/s,1.18 Mb/s,1.27 Mb/s,1.08 Mb/s,1.32 Mb/s,1.34 Mb/s,1.21 Mb/s,1.33 Mb/s,1.21 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:33:30,1.45 Mb/s,1.47 Mb/s,1.25 Mb/s,1.32 Mb/s,1.09 Mb/s,1.09 Mb/s,1.61 Mb/s,1.19 Mb/s,1.30 Mb/s,1.11 Mb/s,1.36 Mb/s,1.39 Mb/s,1.25 Mb/s,1.35 Mb/s,1.23 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:33:45,1.49 Mb/s,1.48 Mb/s,1.27 Mb/s,1.36 Mb/s,1.08 Mb/s,1.10 Mb/s,1.62 Mb/s,1.24 Mb/s,1.32 Mb/s,1.11 Mb/s,1.38 Mb/s,1.40 Mb/s,1.26 Mb/s,1.38 Mb/s,1.26 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:34:00,1.54 Mb/s,1.54 Mb/s,1.27 Mb/s,1.39 Mb/s,1.11 Mb/s,1.16 Mb/s,1.64 Mb/s,1.26 Mb/s,1.37 Mb/s,1.16 Mb/s,1.43 Mb/s,1.47 Mb/s,1.30 Mb/s,1.42 Mb/s,1.26 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:34:15,1.58 Mb/s,1.55 Mb/s,1.31 Mb/s,1.43 Mb/s,1.12 Mb/s,1.17 Mb/s,1.74 Mb/s,1.28 Mb/s,1.40 Mb/s,1.17 Mb/s,1.44 Mb/s,1.47 Mb/s,1.34 Mb/s,1.42 Mb/s,1.28 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:34:30,1.62 Mb/s,1.57 Mb/s,1.33 Mb/s,1.44 Mb/s,1.14 Mb/s,1.20 Mb/s,1.79 Mb/s,1.31 Mb/s,1.47 Mb/s,1.20 Mb/s,1.48 Mb/s,1.53 Mb/s,1.36 Mb/s,1.51 Mb/s,1.29 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:34:45,1.62 Mb/s,1.57 Mb/s,1.35 Mb/s,1.47 Mb/s,1.13 Mb/s,1.23 Mb/s,1.84 Mb/s,1.39 Mb/s,1.52 Mb/s,1.18 Mb/s,1.52 Mb/s,1.56 Mb/s,1.37 Mb/s,1.52 Mb/s,1.30 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:35:00,1.68 Mb/s,1.60 Mb/s,1.37 Mb/s,1.53 Mb/s,1.16 Mb/s,1.25 Mb/s,1.89 Mb/s,1.40 Mb/s,1.55 Mb/s,1.21 Mb/s,1.54 Mb/s,1.58 Mb/s,1.40 Mb/s,1.56 Mb/s,1.31 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:35:15,1.71 Mb/s,1.62 Mb/s,1.38 Mb/s,1.56 Mb/s,1.16 Mb/s,1.27 Mb/s,1.86 Mb/s,1.43 Mb/s,1.57 Mb/s,1.23 Mb/s,1.57 Mb/s,1.59 Mb/s,1.41 Mb/s,1.59 Mb/s,1.37 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:35:30,1.72 Mb/s,1.64 Mb/s,1.42 Mb/s,1.57 Mb/s,1.18 Mb/s,1.30 Mb/s,1.92 Mb/s,1.44 Mb/s,1.56 Mb/s,1.27 Mb/s,1.63 Mb/s,1.67 Mb/s,1.43 Mb/s,1.63 Mb/s,1.38 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:35:45,1.72 Mb/s,1.60 Mb/s,1.43 Mb/s,1.58 Mb/s,1.17 Mb/s,1.29 Mb/s,1.95 Mb/s,1.46 Mb/s,1.58 Mb/s,1.27 Mb/s,1.60 Mb/s,1.66 Mb/s,1.42 Mb/s,1.58 Mb/s,1.39 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:36:00,1.75 Mb/s,1.62 Mb/s,1.39 Mb/s,1.60 Mb/s,1.20 Mb/s,1.30 Mb/s,1.92 Mb/s,1.45 Mb/s,1.56 Mb/s,1.29 Mb/s,1.60 Mb/s,1.70 Mb/s,1.44 Mb/s,1.61 Mb/s,1.34 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:36:15,1.71 Mb/s,1.57 Mb/s,1.42 Mb/s,1.61 Mb/s,1.20 Mb/s,1.26 Mb/s,1.97 Mb/s,1.46 Mb/s,1.55 Mb/s,1.28 Mb/s,1.52 Mb/s,1.70 Mb/s,1.43 Mb/s,1.58 Mb/s,1.35 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:36:30,1.65 Mb/s,1.60 Mb/s,1.45 Mb/s,1.58 Mb/s,1.26 Mb/s,1.27 Mb/s,1.98 Mb/s,1.44 Mb/s,1.56 Mb/s,1.30 Mb/s,1.53 Mb/s,1.73 Mb/s,1.43 Mb/s,1.59 Mb/s,1.35 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:36:45,1.66 Mb/s,1.57 Mb/s,1.45 Mb/s,1.59 Mb/s,1.24 Mb/s,1.28 Mb/s,2.00 Mb/s,1.46 Mb/s,1.57 Mb/s,1.28 Mb/s,1.56 Mb/s,1.71 Mb/s,1.44 Mb/s,1.58 Mb/s,1.35 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:37:00,1.64 Mb/s,1.60 Mb/s,1.42 Mb/s,1.63 Mb/s,1.27 Mb/s,1.30 Mb/s,2.05 Mb/s,1.44 Mb/s,1.54 Mb/s,1.33 Mb/s,1.55 Mb/s,1.73 Mb/s,1.45 Mb/s,1.59 Mb/s,1.34 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:37:15,1.63 Mb/s,1.62 Mb/s,1.44 Mb/s,1.62 Mb/s,1.26 Mb/s,1.29 Mb/s,2.06 Mb/s,1.42 Mb/s,1.53 Mb/s,1.30 Mb/s,1.51 Mb/s,1.69 Mb/s,1.46 Mb/s,1.56 Mb/s,1.35 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:37:30,1.60 Mb/s,1.62 Mb/s,1.44 Mb/s,1.57 Mb/s,1.30 Mb/s,1.30 Mb/s,2.09 Mb/s,1.38 Mb/s,1.52 Mb/s,1.30 Mb/s,1.54 Mb/s,1.72 Mb/s,1.47 Mb/s,1.57 Mb/s,1.36 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:37:45,1.64 Mb/s,1.55 Mb/s,1.42 Mb/s,1.58 Mb/s,1.28 Mb/s,1.34 Mb/s,2.11 Mb/s,1.42 Mb/s,1.54 Mb/s,1.29 Mb/s,1.56 Mb/s,1.70 Mb/s,1.47 Mb/s,1.55 Mb/s,1.36 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:38:00,1.66 Mb/s,1.56 Mb/s,1.40 Mb/s,1.59 Mb/s,1.30 Mb/s,1.32 Mb/s,2.00 Mb/s,1.37 Mb/s,1.54 Mb/s,1.31 Mb/s,1.55 Mb/s,1.70 Mb/s,1.48 Mb/s,1.57 Mb/s,1.34 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:38:15,1.68 Mb/s,1.55 Mb/s,1.42 Mb/s,1.59 Mb/s,1.26 Mb/s,1.30 Mb/s,1.98 Mb/s,1.37 Mb/s,1.53 Mb/s,1.29 Mb/s,1.50 Mb/s,1.70 Mb/s,1.45 Mb/s,1.56 Mb/s,1.38 Mb/s,,,,,,,,,,,,,,,
2025-11-16 13:38:15,,,,,,,,,,,,,,,,1.26 Mb/s,1.29 Mb/s,1.55 Mb/s,1.70 Mb/s,1.30 Mb/s,1.50 Mb/s,1.38 Mb/s,1.98 Mb/s,1.42 Mb/s,1.37 Mb/s,1.59 Mb/s,1.45 Mb/s,1.56 Mb/s,1.53 Mb/s,1.63 Mb/s